compound	smiles	isoSmiles
http://www.wikidata.org/entity/Q27117225	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27117229	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27117233	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27295048	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO	C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)NO
http://www.wikidata.org/entity/Q27103973	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C	CC1=CC(=O)CC([C@@]1(/C=C/C(=C\C(=O)O)/C)O)(C)C
http://www.wikidata.org/entity/Q27109429	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C	CC1=CC(=O)CC(C1(/C=C/C(=C\C(=O)O)/C)O)(C)C
http://www.wikidata.org/entity/Q27126774	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27136956	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27104386	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	CC=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q27117211	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27117230	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27132623	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27269936	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2	CC1=CC=C(C=C1)C(=O)[C@@H](C)CN2CCCCC2
http://www.wikidata.org/entity/Q27294325	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2	CC1=CC=C(C=C1)C(=O)[C@H](C)CN2CCCCC2
http://www.wikidata.org/entity/Q27156581	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27259468	CCC=CCCO	CC/C=C/CCO
http://www.wikidata.org/entity/Q27106301	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27268386	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO	C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@@](=O)CC(=O)NO
http://www.wikidata.org/entity/Q27117228	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27117232	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27117246	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27465362	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O
http://www.wikidata.org/entity/Q27458903	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q23905983	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@H]1[C@@H]([C@H]([C@@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q23905968	C(C1C(C(C(C(O1)O)O)O)O)O	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
http://www.wikidata.org/entity/Q23905964	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q23905965	C(C1C(C(C(C(O1)O)O)O)O)O	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
http://www.wikidata.org/entity/Q37525	C(C1C(C(C(C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
http://www.wikidata.org/entity/Q2095629	CC1=CCC2CC1C2(C)C	CC1=CC[C@@H]2C[C@H]1C2(C)C
http://www.wikidata.org/entity/Q288051	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1	C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C)C)C)NC1
http://www.wikidata.org/entity/Q2055416	CC(=CCCC1(C2CCC(C2)C1=C)C)CO	C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO
http://www.wikidata.org/entity/Q421291		[Fe+2].O[C@H]([C@@H](O)C([O-])=O)[C@H](O)[C@H](O)CO.[O-]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
http://www.wikidata.org/entity/Q71530982	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N
http://www.wikidata.org/entity/Q135445	CCCCCCCCCCCCCC=CCCCCCCCC	CCCCCCCCCCCCC/C=C\CCCCCCCC
http://www.wikidata.org/entity/Q139307	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C
http://www.wikidata.org/entity/Q155746	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C	C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C
http://www.wikidata.org/entity/Q155883	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
http://www.wikidata.org/entity/Q155954	CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O	C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O
http://www.wikidata.org/entity/Q408400	CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O	CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O
http://www.wikidata.org/entity/Q410556	CS(=O)(=O)NC(=O)CCCC=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O	CS(=O)(=O)NC(=O)CCC/C=C\C[C@@H]1[C@H]([C@@H](CC1=O)O)/C=C/[C@H](COC2=CC=CC=C2)O
http://www.wikidata.org/entity/Q412291	CS(=O)(=O)C1=C2C(=CC(=C1)F)C3=C(N2CC4=CC=C(C=C4)Cl)C(CC3)CC(=O)O	CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F
http://www.wikidata.org/entity/Q413056	NN=NN	N/N=N/N
http://www.wikidata.org/entity/Q413578	CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
http://www.wikidata.org/entity/Q413816	CC1CCC(=C(C)C)C(=O)C1	C[C@@H]1CCC(=C(C)C)C(=O)C1
http://www.wikidata.org/entity/Q414089	C(C(C(C(C(=O)CO)O)O)O)O	C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O
http://www.wikidata.org/entity/Q414242	CC(C(=O)C1=CC=CC=C1)N	C[C@@H](C(=O)C1=CC=CC=C1)N
http://www.wikidata.org/entity/Q415347	C(C(C(CO)O)O)O	C([C@H]([C@@H](CO)O)O)O
http://www.wikidata.org/entity/Q416096	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
http://www.wikidata.org/entity/Q416667	CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]4(C)CCC(=O)C=C14
http://www.wikidata.org/entity/Q416767	C(C(C(=O)[O-])O)(C(=O)[O-])O.[Ca+2]	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[Ca+2]
http://www.wikidata.org/entity/Q417129	Br[Cd]Br	[Br-].[Br-].[Cd++]
http://www.wikidata.org/entity/Q417194	CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
http://www.wikidata.org/entity/Q418274	CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N	C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N
http://www.wikidata.org/entity/Q418813	CC(CCC=C(C)C)CCO	C[C@@H](CCO)CCC=C(C)C
http://www.wikidata.org/entity/Q418846	C(=O)C(C(C(C(C(=O)O)O)O)O)O	C(=O)[C@H]([C@@H]([C@H]([C@@H](C(=O)O)O)O)O)O
http://www.wikidata.org/entity/Q418860	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	C([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O
http://www.wikidata.org/entity/Q419028	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
http://www.wikidata.org/entity/Q419646	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
http://www.wikidata.org/entity/Q419717	F[Y](F)F	[F-].[F-].[F-].[Y+3]
http://www.wikidata.org/entity/Q420093	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]	[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C2=CC=C(C=C2)C(=C3C=CC(C=C3)=[N+](CC)CC4=CC(=CC=C4)S([O-])(=O)=O)C5=CC=CC=C5S([O-])(=O)=O
http://www.wikidata.org/entity/Q421614	CC1=CCCC(=C)C2CC(C2CC1)(C)C	C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
http://www.wikidata.org/entity/Q421873	C(C(C(CO)O)O)O	C([C@H]([C@H](CO)O)O)O
http://www.wikidata.org/entity/Q422222	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
http://www.wikidata.org/entity/Q422761	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]	[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
http://www.wikidata.org/entity/Q423207	C(C(C(C(C(C=O)O)O)O)O)O	C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O
http://www.wikidata.org/entity/Q423233	C(C(C(C=O)O)O)O	C([C@H]([C@@H](C=O)O)O)O
http://www.wikidata.org/entity/Q424316	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C	C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
http://www.wikidata.org/entity/Q424508	CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C	C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
http://www.wikidata.org/entity/Q424551	C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+]	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+]
http://www.wikidata.org/entity/Q424902	CC1CCC(C(=O)C1)C(C)C	C[C@@H]1CC[C@H](C(=O)C1)C(C)C
http://www.wikidata.org/entity/Q424972	CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
http://www.wikidata.org/entity/Q425440	CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O	C[C@@H](C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
http://www.wikidata.org/entity/Q426354	[Li+].[Li+].[Li+].[O-]P(=O)([O-])[O-]	[Li+].[Li+].[Li+].[O-]P([O-])([O-])=O
http://www.wikidata.org/entity/Q425894	CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
http://www.wikidata.org/entity/Q426852	CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O
http://www.wikidata.org/entity/Q716		[Ti]
http://www.wikidata.org/entity/Q41353	CCC1=C(C(=O)NC1CC2=C(C(=C(N2)C=C3C(=C(C(=N3)CC4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C	CCC1=C(C(=O)N[C@H]1CC2=C(C(=C(N2)/C=C\3/C(=C(C(=N3)C[C@H]4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C
http://www.wikidata.org/entity/Q43656	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
http://www.wikidata.org/entity/Q27290963	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	C[N@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
http://www.wikidata.org/entity/Q20707011	CC(C)C(C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF	CC(C)[C@@H](C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF
http://www.wikidata.org/entity/Q20707282	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CC3CCCN3C	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2C[C@H]3CCCN3C
http://www.wikidata.org/entity/Q20707542	CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N3CCCC(C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N	CC(C)(C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCC[C@](C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N
http://www.wikidata.org/entity/Q20707624	CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]	CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
http://www.wikidata.org/entity/Q20735709	C[N+](C)(C)CC(CC(=O)[O-])O	C[N+](C)(C)C[C@@H](CC(=O)[O-])O
http://www.wikidata.org/entity/Q20816880	C(CCN)CC(C(=O)O)N	NCCCC[C@H](N)C(O)=O
http://www.wikidata.org/entity/Q20817148	C1=CC(=CC(=C1)C(F)(F)F)C(=NOCCCCC(=O)O)C2=CN=CC=C2	C1=CC(=CC(=C1)C(F)(F)F)/C(=N\OCCCCC(=O)O)/C2=CN=CC=C2
http://www.wikidata.org/entity/Q20890502	C1=CN(C(=S)NC1=O)C2C(C(C(O2)CO)O)O	C1=CN(C(=S)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
http://www.wikidata.org/entity/Q3331426	C1(C(C(C(C(C1(O)[H])(O)[H])(O)[H])(O)[H])(O)[H])(O)[H]	O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q16671412	CCCCCC=CCC=CCCCCCCCC(=O)[O-].CCCCCC=CCC=CCCCCCCCC(=O)[O-].[Co+2]	CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[Co+2]
http://www.wikidata.org/entity/Q20948663	B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O	B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
http://www.wikidata.org/entity/Q16823924	C1=CC(=CC=C1C(=O)O)OC2C(C(C(C(O2)CO)O)O)O	C1=CC(=CC=C1C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
http://www.wikidata.org/entity/Q16830254	C1=C(C=C2C(=C1Br)NC(=C3C(=O)C4=CC(=CC(=C4N3)Br)Br)C2=O)Br	C1=C(C=C2C(=C1Br)N/C(=C/3\C(=O)C4=CC(=CC(=C4N3)Br)Br)/C2=O)Br
http://www.wikidata.org/entity/Q15410160		CN1[C@H](C2)[C@@]3(OC(C)=O)[C@@]4(CC1)C5=C2C=CC(OC(C)=O)=C5O[C@@]4([H])C(CC3)=O
http://www.wikidata.org/entity/Q15628417		C[C@@H]([C@@H](CCC[N+](C)(C)C)O)O
http://www.wikidata.org/entity/Q15634173		CC1=CC(C)=C(\N=C\C=N\C2=C(C)C=C(C)C=C2C)C(C)=C1
http://www.wikidata.org/entity/Q21098847	CCC(C1=NC(=NO1)C)NC2=CC(=NC3=C(C(=NN23)C)C4=C(C=C(C=C4)OC)C)C	CC[C@@H](C1=NC(=NO1)C)NC2=CC(=NC3=C(C(=NN23)C)C4=C(C=C(C=C4)OC)C)C
http://www.wikidata.org/entity/Q21098876	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)N)C(=O)N3CCCC3C(=O)NC(CCCNC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCCC(=O)N	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCCC(=O)N
http://www.wikidata.org/entity/Q21098892	CC1=CCC(CC1)C(=O)N(C2CCC(CC2)(O)COC3COCC3)C4=C(SC(=C4)C#CC(C)(C)C)C(=O)O	CC1=CC[C@@H](CC1)C(=O)N([C@H]2CC[C@](CC2)(O)CO[C@@H]3COCC3)C4=C(SC(=C4)C#CC(C)(C)C)C(=O)O
http://www.wikidata.org/entity/Q21098900	CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)NC(=O)C(C)(F)F)C	C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)NC(=O)C(C)(F)F
http://www.wikidata.org/entity/Q21098928	CCCOC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl	CCCOC(=O)[C@H](C1=CC=CC=C1)[C@H]2CCCCN2.Cl
http://www.wikidata.org/entity/Q21098942	CC(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3	CC(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3
http://www.wikidata.org/entity/Q21098941	CC(C)C(C1=CC2=CC(=C(C=C2C=C1)OC(F)F)OC(F)F)(C3=NNN=C3)O	CC(C)[C@](C1=CC2=CC(=C(C=C2C=C1)OC(F)F)OC(F)F)(C3=NNN=C3)O
http://www.wikidata.org/entity/Q21098987	CC(C)CC(C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N	CC(C)C[C@H]([C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)O)N
http://www.wikidata.org/entity/Q21099133	CCCCCCCCN=C(N)NC(=NCC1=CC(=C(C=C1)Cl)Cl)N	CCCCCCCC/N=C(\N)/N=C(\N)/NCC1=CC=C(Cl)C(Cl)=C1
http://www.wikidata.org/entity/Q21099584	CC1CCC(C1C=O)C(C)C=O	C[C@H]1CC[C@@H]([C@H]1C=O)[C@H](C)C=O
http://www.wikidata.org/entity/Q21099638	C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O	C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O
http://www.wikidata.org/entity/Q21099640	CCCCCC(C=CC=CCCCCCCCC(=O)O)O	CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)O
http://www.wikidata.org/entity/Q16908844	C(CCCC=CC(=O)O)CCCO	C(CCC/C=C/C(=O)O)CCCO
http://www.wikidata.org/entity/Q17004249	CC1=NOC(=C1)C=CC2=CC=CC=C2OCC(CNC(C)(C)C)O	CC1=NOC(=C1)/C=C/C2=CC=CC=C2OCC(CNC(C)(C)C)O
http://www.wikidata.org/entity/Q17014648	C1CN2CCC1C3(C2)CC4=C(O3)N=CC=C4	C1CN2CCC1[C@@]3(C2)CC4=C(O3)N=CC=C4
http://www.wikidata.org/entity/Q21099121		C(#N)/C(=C(\C#N)/N)/N
http://www.wikidata.org/entity/Q17089265	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
http://www.wikidata.org/entity/Q17096041	[Li+].NC(CC(O)=O)C([O-])=O	[Li+].N[C@@H](CC(O)=O)C([O-])=O
http://www.wikidata.org/entity/Q17097143	C(C(C(=O)O)N)N	C([C@@H](C(=O)O)N)N
http://www.wikidata.org/entity/Q17107392	CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O	C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@H]5[C@@H](CC(=O)[C@H]6C[C@@H](O)CC[C@]56C)[C@@H]4CC[C@H]3[C@]2(C)O
http://www.wikidata.org/entity/Q17320557	CCCCCC=CCC=CCCCCCCCC(=O)[O-].CCCCCC=CCC=CCCCCCCCC(=O)[O-].[Mn+2]	CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[Mn+2]
